precio,expensas,metros,ambientes,banos,barrio,comuna
650000.0,0,474.0,6.0,2.0,COGHLAN,12
125000.0,200000,111.0,4.0,1.0,BALVANERA,3
99000.0,0,36.0,1.0,1.0,CABALLITO,6
232000.0,270000,80.0,3.0,2.0,VILLA URQUIZA,12
223400.0,0,77.0,3.0,2.0,BELGRANO,13
980000.0,575000,266.0,4.0,3.0,PALERMO,14
148500.0,100000,35.0,1.0,1.0,PALERMO,14
188000.0,296000,74.0,4.0,1.0,VILLA URQUIZA,12
70180.0,62000,33.0,1.0,1.0,BOEDO,5
105000.0,207000,105.0,5.0,2.0,SAN NICOLAS,1
480000.0,817000,184.0,5.0,2.0,BELGRANO,13
194000.0,100000,62.0,2.0,1.0,SAAVEDRA,12
109000.0,118000,39.0,2.0,1.0,SAN CRISTOBAL,3
178000.0,0,55.0,3.0,1.0,PALERMO,14
64900.0,153000,26.0,1.0,1.0,RECOLETA,2
165000.0,0,137.0,3.0,2.0,PARQUE CHACABUCO,7
210630.0,0,56.0,1.0,1.0,PALERMO,14
620000.0,895713,152.0,4.0,3.0,PALERMO,14
160000.0,280000,42.0,2.0,1.0,SAN TELMO,1
530000.0,800000,117.0,4.0,3.0,PALERMO,14
300000.0,265000,64.0,2.0,2.0,PALERMO,14
169000.0,395000,91.0,3.0,2.0,RETIRO,1
240000.0,360000,113.0,4.0,2.0,BELGRANO,13
650000.0,0,474.0,6.0,2.0,COGHLAN,12
125000.0,200000,111.0,4.0,1.0,BALVANERA,3
99000.0,0,36.0,1.0,1.0,CABALLITO,6
232000.0,270000,80.0,3.0,2.0,VILLA URQUIZA,12
223400.0,0,77.0,3.0,2.0,BELGRANO,13
980000.0,575000,266.0,4.0,3.0,PALERMO,14
148500.0,100000,35.0,1.0,1.0,PALERMO,14
188000.0,296000,74.0,4.0,1.0,VILLA URQUIZA,12
70180.0,62000,33.0,1.0,1.0,BOEDO,5
105000.0,207000,105.0,5.0,2.0,SAN NICOLAS,1
480000.0,817000,184.0,5.0,2.0,BELGRANO,13
194000.0,100000,62.0,2.0,1.0,SAAVEDRA,12
109000.0,118000,39.0,2.0,1.0,SAN CRISTOBAL,3
178000.0,0,55.0,3.0,1.0,PALERMO,14
64900.0,153000,26.0,1.0,1.0,RECOLETA,2
165000.0,0,137.0,3.0,2.0,PARQUE CHACABUCO,7
210630.0,0,56.0,1.0,1.0,PALERMO,14
620000.0,895713,152.0,4.0,3.0,PALERMO,14
160000.0,280000,42.0,2.0,1.0,SAN TELMO,1
530000.0,800000,117.0,4.0,3.0,PALERMO,14
300000.0,265000,64.0,2.0,2.0,PALERMO,14
169000.0,395000,91.0,3.0,2.0,RETIRO,1
240000.0,360000,113.0,4.0,2.0,BELGRANO,13
650000.0,0,474.0,6.0,2.0,COGHLAN,12
125000.0,200000,111.0,4.0,1.0,BALVANERA,3
99000.0,0,36.0,1.0,1.0,CABALLITO,6
232000.0,270000,80.0,3.0,2.0,VILLA URQUIZA,12
223400.0,0,77.0,3.0,2.0,BELGRANO,13
980000.0,575000,266.0,4.0,3.0,PALERMO,14
148500.0,100000,35.0,1.0,1.0,PALERMO,14
188000.0,296000,74.0,4.0,1.0,VILLA URQUIZA,12
70180.0,62000,33.0,1.0,1.0,BOEDO,5
105000.0,207000,105.0,5.0,2.0,SAN NICOLAS,1
480000.0,817000,184.0,5.0,2.0,BELGRANO,13
194000.0,100000,62.0,2.0,1.0,SAAVEDRA,12
109000.0,118000,39.0,2.0,1.0,SAN CRISTOBAL,3
178000.0,0,55.0,3.0,1.0,PALERMO,14
64900.0,153000,26.0,1.0,1.0,RECOLETA,2
165000.0,0,137.0,3.0,2.0,PARQUE CHACABUCO,7
210630.0,0,56.0,1.0,1.0,PALERMO,14
620000.0,895713,152.0,4.0,3.0,PALERMO,14
160000.0,280000,42.0,2.0,1.0,SAN TELMO,1
530000.0,800000,117.0,4.0,3.0,PALERMO,14
300000.0,265000,64.0,2.0,2.0,PALERMO,14
169000.0,395000,91.0,3.0,2.0,RETIRO,1
240000.0,360000,113.0,4.0,2.0,BELGRANO,13
650000.0,0,474.0,6.0,2.0,COGHLAN,12
125000.0,200000,111.0,4.0,1.0,BALVANERA,3
99000.0,0,36.0,1.0,1.0,CABALLITO,6
232000.0,270000,80.0,3.0,2.0,VILLA URQUIZA,12
223400.0,0,77.0,3.0,2.0,BELGRANO,13
980000.0,575000,266.0,4.0,3.0,PALERMO,14
148500.0,100000,35.0,1.0,1.0,PALERMO,14
188000.0,296000,74.0,4.0,1.0,VILLA URQUIZA,12
70180.0,62000,33.0,1.0,1.0,BOEDO,5
105000.0,207000,105.0,5.0,2.0,SAN NICOLAS,1
480000.0,817000,184.0,5.0,2.0,BELGRANO,13
194000.0,100000,62.0,2.0,1.0,SAAVEDRA,12
109000.0,118000,39.0,2.0,1.0,SAN CRISTOBAL,3
178000.0,0,55.0,3.0,1.0,PALERMO,14
64900.0,153000,26.0,1.0,1.0,RECOLETA,2
165000.0,0,137.0,3.0,2.0,PARQUE CHACABUCO,7
210630.0,0,56.0,1.0,1.0,PALERMO,14
620000.0,895713,152.0,4.0,3.0,PALERMO,14
160000.0,280000,42.0,2.0,1.0,SAN TELMO,1
530000.0,800000,117.0,4.0,3.0,PALERMO,14
300000.0,265000,64.0,2.0,2.0,PALERMO,14
169000.0,395000,91.0,3.0,2.0,RETIRO,1
240000.0,360000,113.0,4.0,2.0,BELGRANO,13
650000.0,0,474.0,6.0,2.0,COGHLAN,12
125000.0,200000,111.0,4.0,1.0,BALVANERA,3
99000.0,0,36.0,1.0,1.0,CABALLITO,6
232000.0,270000,80.0,3.0,2.0,VILLA URQUIZA,12
223400.0,0,77.0,3.0,2.0,BELGRANO,13
980000.0,575000,266.0,4.0,3.0,PALERMO,14
148500.0,100000,35.0,1.0,1.0,PALERMO,14
188000.0,296000,74.0,4.0,1.0,VILLA URQUIZA,12
70180.0,62000,33.0,1.0,1.0,BOEDO,5
105000.0,207000,105.0,5.0,2.0,SAN NICOLAS,1
480000.0,817000,184.0,5.0,2.0,BELGRANO,13
194000.0,100000,62.0,2.0,1.0,SAAVEDRA,12
109000.0,118000,39.0,2.0,1.0,SAN CRISTOBAL,3
178000.0,0,55.0,3.0,1.0,PALERMO,14
64900.0,153000,26.0,1.0,1.0,RECOLETA,2
165000.0,0,137.0,3.0,2.0,PARQUE CHACABUCO,7
210630.0,0,56.0,1.0,1.0,PALERMO,14
620000.0,895713,152.0,4.0,3.0,PALERMO,14
160000.0,280000,42.0,2.0,1.0,SAN TELMO,1
530000.0,800000,117.0,4.0,3.0,PALERMO,14
300000.0,265000,64.0,2.0,2.0,PALERMO,14
169000.0,395000,91.0,3.0,2.0,RETIRO,1
240000.0,360000,113.0,4.0,2.0,BELGRANO,13
650000.0,0,474.0,6.0,2.0,COGHLAN,12
125000.0,200000,111.0,4.0,1.0,BALVANERA,3
99000.0,0,36.0,1.0,1.0,CABALLITO,6
232000.0,270000,80.0,3.0,2.0,VILLA URQUIZA,12
223400.0,0,77.0,3.0,2.0,BELGRANO,13
980000.0,575000,266.0,4.0,3.0,PALERMO,14
148500.0,100000,35.0,1.0,1.0,PALERMO,14
188000.0,296000,74.0,4.0,1.0,VILLA URQUIZA,12
70180.0,62000,33.0,1.0,1.0,BOEDO,5
105000.0,207000,105.0,5.0,2.0,SAN NICOLAS,1
480000.0,817000,184.0,5.0,2.0,BELGRANO,13
194000.0,100000,62.0,2.0,1.0,SAAVEDRA,12
109000.0,118000,39.0,2.0,1.0,SAN CRISTOBAL,3
178000.0,0,55.0,3.0,1.0,PALERMO,14
64900.0,153000,26.0,1.0,1.0,RECOLETA,2
165000.0,0,137.0,3.0,2.0,PARQUE CHACABUCO,7
210630.0,0,56.0,1.0,1.0,PALERMO,14
620000.0,895713,152.0,4.0,3.0,PALERMO,14
160000.0,280000,42.0,2.0,1.0,SAN TELMO,1
530000.0,800000,117.0,4.0,3.0,PALERMO,14
300000.0,265000,64.0,2.0,2.0,PALERMO,14
169000.0,395000,91.0,3.0,2.0,RETIRO,1
240000.0,360000,113.0,4.0,2.0,BELGRANO,13
650000.0,0,474.0,6.0,2.0,COGHLAN,12
125000.0,200000,111.0,4.0,1.0,BALVANERA,3
99000.0,0,36.0,1.0,1.0,CABALLITO,6
232000.0,270000,80.0,3.0,2.0,VILLA URQUIZA,12
223400.0,0,77.0,3.0,2.0,BELGRANO,13
980000.0,575000,266.0,4.0,3.0,PALERMO,14
148500.0,100000,35.0,1.0,1.0,PALERMO,14
188000.0,296000,74.0,4.0,1.0,VILLA URQUIZA,12
70180.0,62000,33.0,1.0,1.0,BOEDO,5
105000.0,207000,105.0,5.0,2.0,SAN NICOLAS,1
480000.0,817000,184.0,5.0,2.0,BELGRANO,13
194000.0,100000,62.0,2.0,1.0,SAAVEDRA,12
109000.0,118000,39.0,2.0,1.0,SAN CRISTOBAL,3
178000.0,0,55.0,3.0,1.0,PALERMO,14
64900.0,153000,26.0,1.0,1.0,RECOLETA,2
165000.0,0,137.0,3.0,2.0,PARQUE CHACABUCO,7
210630.0,0,56.0,1.0,1.0,PALERMO,14
620000.0,895713,152.0,4.0,3.0,PALERMO,14
160000.0,280000,42.0,2.0,1.0,SAN TELMO,1
530000.0,800000,117.0,4.0,3.0,PALERMO,14
300000.0,265000,64.0,2.0,2.0,PALERMO,14
169000.0,395000,91.0,3.0,2.0,RETIRO,1
240000.0,360000,113.0,4.0,2.0,BELGRANO,13
650000.0,0,474.0,6.0,2.0,COGHLAN,12
125000.0,200000,111.0,4.0,1.0,BALVANERA,3
99000.0,0,36.0,1.0,1.0,CABALLITO,6
232000.0,270000,80.0,3.0,2.0,VILLA URQUIZA,12
223400.0,0,77.0,3.0,2.0,BELGRANO,13
980000.0,575000,266.0,4.0,3.0,PALERMO,14
148500.0,100000,35.0,1.0,1.0,PALERMO,14
188000.0,296000,74.0,4.0,1.0,VILLA URQUIZA,12
70180.0,62000,33.0,1.0,1.0,BOEDO,5
105000.0,207000,105.0,5.0,2.0,SAN NICOLAS,1
480000.0,817000,184.0,5.0,2.0,BELGRANO,13
194000.0,100000,62.0,2.0,1.0,SAAVEDRA,12
109000.0,118000,39.0,2.0,1.0,SAN CRISTOBAL,3
178000.0,0,55.0,3.0,1.0,PALERMO,14
64900.0,153000,26.0,1.0,1.0,RECOLETA,2
165000.0,0,137.0,3.0,2.0,PARQUE CHACABUCO,7
210630.0,0,56.0,1.0,1.0,PALERMO,14
620000.0,895713,152.0,4.0,3.0,PALERMO,14
160000.0,280000,42.0,2.0,1.0,SAN TELMO,1
530000.0,800000,117.0,4.0,3.0,PALERMO,14
300000.0,265000,64.0,2.0,2.0,PALERMO,14
169000.0,395000,91.0,3.0,2.0,RETIRO,1
240000.0,360000,113.0,4.0,2.0,BELGRANO,13
650000.0,0,474.0,6.0,2.0,COGHLAN,12
125000.0,200000,111.0,4.0,1.0,BALVANERA,3
99000.0,0,36.0,1.0,1.0,CABALLITO,6
232000.0,270000,80.0,3.0,2.0,VILLA URQUIZA,12
223400.0,0,77.0,3.0,2.0,BELGRANO,13
980000.0,575000,266.0,4.0,3.0,PALERMO,14
148500.0,100000,35.0,1.0,1.0,PALERMO,14
188000.0,296000,74.0,4.0,1.0,VILLA URQUIZA,12
70180.0,62000,33.0,1.0,1.0,BOEDO,5
105000.0,207000,105.0,5.0,2.0,SAN NICOLAS,1
480000.0,817000,184.0,5.0,2.0,BELGRANO,13
194000.0,100000,62.0,2.0,1.0,SAAVEDRA,12
109000.0,118000,39.0,2.0,1.0,SAN CRISTOBAL,3
178000.0,0,55.0,3.0,1.0,PALERMO,14
64900.0,153000,26.0,1.0,1.0,RECOLETA,2
165000.0,0,137.0,3.0,2.0,PARQUE CHACABUCO,7
210630.0,0,56.0,1.0,1.0,PALERMO,14
620000.0,895713,152.0,4.0,3.0,PALERMO,14
160000.0,280000,42.0,2.0,1.0,SAN TELMO,1
530000.0,800000,117.0,4.0,3.0,PALERMO,14
300000.0,265000,64.0,2.0,2.0,PALERMO,14
169000.0,395000,91.0,3.0,2.0,RETIRO,1
240000.0,360000,113.0,4.0,2.0,BELGRANO,13
650000.0,0,474.0,6.0,2.0,COGHLAN,12
125000.0,200000,111.0,4.0,1.0,BALVANERA,3
99000.0,0,36.0,1.0,1.0,CABALLITO,6
232000.0,270000,80.0,3.0,2.0,VILLA URQUIZA,12
223400.0,0,77.0,3.0,2.0,BELGRANO,13
980000.0,575000,266.0,4.0,3.0,PALERMO,14
148500.0,100000,35.0,1.0,1.0,PALERMO,14
188000.0,296000,74.0,4.0,1.0,VILLA URQUIZA,12
70180.0,62000,33.0,1.0,1.0,BOEDO,5
105000.0,207000,105.0,5.0,2.0,SAN NICOLAS,1
480000.0,817000,184.0,5.0,2.0,BELGRANO,13
194000.0,100000,62.0,2.0,1.0,SAAVEDRA,12
109000.0,118000,39.0,2.0,1.0,SAN CRISTOBAL,3
178000.0,0,55.0,3.0,1.0,PALERMO,14
64900.0,153000,26.0,1.0,1.0,RECOLETA,2
165000.0,0,137.0,3.0,2.0,PARQUE CHACABUCO,7
210630.0,0,56.0,1.0,1.0,PALERMO,14
620000.0,895713,152.0,4.0,3.0,PALERMO,14
160000.0,280000,42.0,2.0,1.0,SAN TELMO,1
530000.0,800000,117.0,4.0,3.0,PALERMO,14
300000.0,265000,64.0,2.0,2.0,PALERMO,14
169000.0,395000,91.0,3.0,2.0,RETIRO,1
240000.0,360000,113.0,4.0,2.0,BELGRANO,13
650000.0,0,474.0,6.0,2.0,COGHLAN,12
125000.0,200000,111.0,4.0,1.0,BALVANERA,3
99000.0,0,36.0,1.0,1.0,CABALLITO,6
232000.0,270000,80.0,3.0,2.0,VILLA URQUIZA,12
223400.0,0,77.0,3.0,2.0,BELGRANO,13
980000.0,575000,266.0,4.0,3.0,PALERMO,14
148500.0,100000,35.0,1.0,1.0,PALERMO,14
188000.0,296000,74.0,4.0,1.0,VILLA URQUIZA,12
70180.0,62000,33.0,1.0,1.0,BOEDO,5
105000.0,207000,105.0,5.0,2.0,SAN NICOLAS,1
480000.0,817000,184.0,5.0,2.0,BELGRANO,13
194000.0,100000,62.0,2.0,1.0,SAAVEDRA,12
109000.0,118000,39.0,2.0,1.0,SAN CRISTOBAL,3
178000.0,0,55.0,3.0,1.0,PALERMO,14
64900.0,153000,26.0,1.0,1.0,RECOLETA,2
165000.0,0,137.0,3.0,2.0,PARQUE CHACABUCO,7
210630.0,0,56.0,1.0,1.0,PALERMO,14
620000.0,895713,152.0,4.0,3.0,PALERMO,14
160000.0,280000,42.0,2.0,1.0,SAN TELMO,1
530000.0,800000,117.0,4.0,3.0,PALERMO,14
300000.0,265000,64.0,2.0,2.0,PALERMO,14
169000.0,395000,91.0,3.0,2.0,RETIRO,1
240000.0,360000,113.0,4.0,2.0,BELGRANO,13
650000.0,0,474.0,6.0,2.0,COGHLAN,12
125000.0,200000,111.0,4.0,1.0,BALVANERA,3
99000.0,0,36.0,1.0,1.0,CABALLITO,6
232000.0,270000,80.0,3.0,2.0,VILLA URQUIZA,12
223400.0,0,77.0,3.0,2.0,BELGRANO,13
980000.0,575000,266.0,4.0,3.0,PALERMO,14
148500.0,100000,35.0,1.0,1.0,PALERMO,14
188000.0,296000,74.0,4.0,1.0,VILLA URQUIZA,12
70180.0,62000,33.0,1.0,1.0,BOEDO,5
105000.0,207000,105.0,5.0,2.0,SAN NICOLAS,1
480000.0,817000,184.0,5.0,2.0,BELGRANO,13
194000.0,100000,62.0,2.0,1.0,SAAVEDRA,12
109000.0,118000,39.0,2.0,1.0,SAN CRISTOBAL,3
178000.0,0,55.0,3.0,1.0,PALERMO,14
64900.0,153000,26.0,1.0,1.0,RECOLETA,2
165000.0,0,137.0,3.0,2.0,PARQUE CHACABUCO,7
210630.0,0,56.0,1.0,1.0,PALERMO,14
620000.0,895713,152.0,4.0,3.0,PALERMO,14
160000.0,280000,42.0,2.0,1.0,SAN TELMO,1
530000.0,800000,117.0,4.0,3.0,PALERMO,14
300000.0,265000,64.0,2.0,2.0,PALERMO,14
169000.0,395000,91.0,3.0,2.0,RETIRO,1
240000.0,360000,113.0,4.0,2.0,BELGRANO,13
650000.0,0,474.0,6.0,2.0,COGHLAN,12
125000.0,200000,111.0,4.0,1.0,BALVANERA,3
99000.0,0,36.0,1.0,1.0,CABALLITO,6
232000.0,270000,80.0,3.0,2.0,VILLA URQUIZA,12
223400.0,0,77.0,3.0,2.0,BELGRANO,13
980000.0,575000,266.0,4.0,3.0,PALERMO,14
148500.0,100000,35.0,1.0,1.0,PALERMO,14
188000.0,296000,74.0,4.0,1.0,VILLA URQUIZA,12
70180.0,62000,33.0,1.0,1.0,BOEDO,5
105000.0,207000,105.0,5.0,2.0,SAN NICOLAS,1
480000.0,817000,184.0,5.0,2.0,BELGRANO,13
194000.0,100000,62.0,2.0,1.0,SAAVEDRA,12
109000.0,118000,39.0,2.0,1.0,SAN CRISTOBAL,3
178000.0,0,55.0,3.0,1.0,PALERMO,14
64900.0,153000,26.0,1.0,1.0,RECOLETA,2
165000.0,0,137.0,3.0,2.0,PARQUE CHACABUCO,7
210630.0,0,56.0,1.0,1.0,PALERMO,14
620000.0,895713,152.0,4.0,3.0,PALERMO,14
160000.0,280000,42.0,2.0,1.0,SAN TELMO,1
530000.0,800000,117.0,4.0,3.0,PALERMO,14
300000.0,265000,64.0,2.0,2.0,PALERMO,14
169000.0,395000,91.0,3.0,2.0,RETIRO,1
240000.0,360000,113.0,4.0,2.0,BELGRANO,13
650000.0,0,474.0,6.0,2.0,COGHLAN,12
125000.0,200000,111.0,4.0,1.0,BALVANERA,3
99000.0,0,36.0,1.0,1.0,CABALLITO,6
232000.0,270000,80.0,3.0,2.0,VILLA URQUIZA,12
223400.0,0,77.0,3.0,2.0,BELGRANO,13
980000.0,575000,266.0,4.0,3.0,PALERMO,14
148500.0,100000,35.0,1.0,1.0,PALERMO,14
188000.0,296000,74.0,4.0,1.0,VILLA URQUIZA,12
70180.0,62000,33.0,1.0,1.0,BOEDO,5
105000.0,207000,105.0,5.0,2.0,SAN NICOLAS,1
480000.0,817000,184.0,5.0,2.0,BELGRANO,13
194000.0,100000,62.0,2.0,1.0,SAAVEDRA,12
109000.0,118000,39.0,2.0,1.0,SAN CRISTOBAL,3
178000.0,0,55.0,3.0,1.0,PALERMO,14
64900.0,153000,26.0,1.0,1.0,RECOLETA,2
165000.0,0,137.0,3.0,2.0,PARQUE CHACABUCO,7
210630.0,0,56.0,1.0,1.0,PALERMO,14
620000.0,895713,152.0,4.0,3.0,PALERMO,14
160000.0,280000,42.0,2.0,1.0,SAN TELMO,1
530000.0,800000,117.0,4.0,3.0,PALERMO,14
300000.0,265000,64.0,2.0,2.0,PALERMO,14
169000.0,395000,91.0,3.0,2.0,RETIRO,1
240000.0,360000,113.0,4.0,2.0,BELGRANO,13
650000.0,0,474.0,6.0,2.0,COGHLAN,12
125000.0,200000,111.0,4.0,1.0,BALVANERA,3
99000.0,0,36.0,1.0,1.0,CABALLITO,6
232000.0,270000,80.0,3.0,2.0,VILLA URQUIZA,12
223400.0,0,77.0,3.0,2.0,BELGRANO,13
980000.0,575000,266.0,4.0,3.0,PALERMO,14
148500.0,100000,35.0,1.0,1.0,PALERMO,14
188000.0,296000,74.0,4.0,1.0,VILLA URQUIZA,12
70180.0,62000,33.0,1.0,1.0,BOEDO,5
105000.0,207000,105.0,5.0,2.0,SAN NICOLAS,1
480000.0,817000,184.0,5.0,2.0,BELGRANO,13
194000.0,100000,62.0,2.0,1.0,SAAVEDRA,12
109000.0,118000,39.0,2.0,1.0,SAN CRISTOBAL,3
178000.0,0,55.0,3.0,1.0,PALERMO,14
64900.0,153000,26.0,1.0,1.0,RECOLETA,2
165000.0,0,137.0,3.0,2.0,PARQUE CHACABUCO,7
210630.0,0,56.0,1.0,1.0,PALERMO,14
620000.0,895713,152.0,4.0,3.0,PALERMO,14
160000.0,280000,42.0,2.0,1.0,SAN TELMO,1
530000.0,800000,117.0,4.0,3.0,PALERMO,14
300000.0,265000,64.0,2.0,2.0,PALERMO,14
169000.0,395000,91.0,3.0,2.0,RETIRO,1
240000.0,360000,113.0,4.0,2.0,BELGRANO,13
650000.0,0,474.0,6.0,2.0,COGHLAN,12
125000.0,200000,111.0,4.0,1.0,BALVANERA,3
99000.0,0,36.0,1.0,1.0,CABALLITO,6
232000.0,270000,80.0,3.0,2.0,VILLA URQUIZA,12
223400.0,0,77.0,3.0,2.0,BELGRANO,13
980000.0,575000,266.0,4.0,3.0,PALERMO,14
148500.0,100000,35.0,1.0,1.0,PALERMO,14
188000.0,296000,74.0,4.0,1.0,VILLA URQUIZA,12
70180.0,62000,33.0,1.0,1.0,BOEDO,5
105000.0,207000,105.0,5.0,2.0,SAN NICOLAS,1
480000.0,817000,184.0,5.0,2.0,BELGRANO,13
194000.0,100000,62.0,2.0,1.0,SAAVEDRA,12
109000.0,118000,39.0,2.0,1.0,SAN CRISTOBAL,3
178000.0,0,55.0,3.0,1.0,PALERMO,14
64900.0,153000,26.0,1.0,1.0,RECOLETA,2
165000.0,0,137.0,3.0,2.0,PARQUE CHACABUCO,7
210630.0,0,56.0,1.0,1.0,PALERMO,14
620000.0,895713,152.0,4.0,3.0,PALERMO,14
160000.0,280000,42.0,2.0,1.0,SAN TELMO,1
530000.0,800000,117.0,4.0,3.0,PALERMO,14
300000.0,265000,64.0,2.0,2.0,PALERMO,14
169000.0,395000,91.0,3.0,2.0,RETIRO,1
240000.0,360000,113.0,4.0,2.0,BELGRANO,13
650000.0,0,474.0,6.0,2.0,COGHLAN,12
125000.0,200000,111.0,4.0,1.0,BALVANERA,3
99000.0,0,36.0,1.0,1.0,CABALLITO,6
232000.0,270000,80.0,3.0,2.0,VILLA URQUIZA,12
223400.0,0,77.0,3.0,2.0,BELGRANO,13
980000.0,575000,266.0,4.0,3.0,PALERMO,14
148500.0,100000,35.0,1.0,1.0,PALERMO,14
188000.0,296000,74.0,4.0,1.0,VILLA URQUIZA,12
70180.0,62000,33.0,1.0,1.0,BOEDO,5
105000.0,207000,105.0,5.0,2.0,SAN NICOLAS,1
480000.0,817000,184.0,5.0,2.0,BELGRANO,13
194000.0,100000,62.0,2.0,1.0,SAAVEDRA,12
109000.0,118000,39.0,2.0,1.0,SAN CRISTOBAL,3
178000.0,0,55.0,3.0,1.0,PALERMO,14
64900.0,153000,26.0,1.0,1.0,RECOLETA,2
165000.0,0,137.0,3.0,2.0,PARQUE CHACABUCO,7
210630.0,0,56.0,1.0,1.0,PALERMO,14
620000.0,895713,152.0,4.0,3.0,PALERMO,14
160000.0,280000,42.0,2.0,1.0,SAN TELMO,1
530000.0,800000,117.0,4.0,3.0,PALERMO,14
300000.0,265000,64.0,2.0,2.0,PALERMO,14
169000.0,395000,91.0,3.0,2.0,RETIRO,1
240000.0,360000,113.0,4.0,2.0,BELGRANO,13
650000.0,0,474.0,6.0,2.0,COGHLAN,12
125000.0,200000,111.0,4.0,1.0,BALVANERA,3
99000.0,0,36.0,1.0,1.0,CABALLITO,6
232000.0,270000,80.0,3.0,2.0,VILLA URQUIZA,12
223400.0,0,77.0,3.0,2.0,BELGRANO,13
980000.0,575000,266.0,4.0,3.0,PALERMO,14
148500.0,100000,35.0,1.0,1.0,PALERMO,14
188000.0,296000,74.0,4.0,1.0,VILLA URQUIZA,12
70180.0,62000,33.0,1.0,1.0,BOEDO,5
105000.0,207000,105.0,5.0,2.0,SAN NICOLAS,1
480000.0,817000,184.0,5.0,2.0,BELGRANO,13
194000.0,100000,62.0,2.0,1.0,SAAVEDRA,12
109000.0,118000,39.0,2.0,1.0,SAN CRISTOBAL,3
178000.0,0,55.0,3.0,1.0,PALERMO,14
64900.0,153000,26.0,1.0,1.0,RECOLETA,2
165000.0,0,137.0,3.0,2.0,PARQUE CHACABUCO,7
210630.0,0,56.0,1.0,1.0,PALERMO,14
620000.0,895713,152.0,4.0,3.0,PALERMO,14
160000.0,280000,42.0,2.0,1.0,SAN TELMO,1
530000.0,800000,117.0,4.0,3.0,PALERMO,14
300000.0,265000,64.0,2.0,2.0,PALERMO,14
169000.0,395000,91.0,3.0,2.0,RETIRO,1
240000.0,360000,113.0,4.0,2.0,BELGRANO,13
650000.0,0,474.0,6.0,2.0,COGHLAN,12
125000.0,200000,111.0,4.0,1.0,BALVANERA,3
99000.0,0,36.0,1.0,1.0,CABALLITO,6
232000.0,270000,80.0,3.0,2.0,VILLA URQUIZA,12
223400.0,0,77.0,3.0,2.0,BELGRANO,13
980000.0,575000,266.0,4.0,3.0,PALERMO,14
148500.0,100000,35.0,1.0,1.0,PALERMO,14
188000.0,296000,74.0,4.0,1.0,VILLA URQUIZA,12
70180.0,62000,33.0,1.0,1.0,BOEDO,5
105000.0,207000,105.0,5.0,2.0,SAN NICOLAS,1
480000.0,817000,184.0,5.0,2.0,BELGRANO,13
194000.0,100000,62.0,2.0,1.0,SAAVEDRA,12
109000.0,118000,39.0,2.0,1.0,SAN CRISTOBAL,3
178000.0,0,55.0,3.0,1.0,PALERMO,14
64900.0,153000,26.0,1.0,1.0,RECOLETA,2
165000.0,0,137.0,3.0,2.0,PARQUE CHACABUCO,7
210630.0,0,56.0,1.0,1.0,PALERMO,14
620000.0,895713,152.0,4.0,3.0,PALERMO,14
160000.0,280000,42.0,2.0,1.0,SAN TELMO,1
530000.0,800000,117.0,4.0,3.0,PALERMO,14
300000.0,265000,64.0,2.0,2.0,PALERMO,14
169000.0,395000,91.0,3.0,2.0,RETIRO,1
240000.0,360000,113.0,4.0,2.0,BELGRANO,13
650000.0,0,474.0,6.0,2.0,COGHLAN,12
125000.0,200000,111.0,4.0,1.0,BALVANERA,3
99000.0,0,36.0,1.0,1.0,CABALLITO,6
232000.0,270000,80.0,3.0,2.0,VILLA URQUIZA,12
223400.0,0,77.0,3.0,2.0,BELGRANO,13
980000.0,575000,266.0,4.0,3.0,PALERMO,14
148500.0,100000,35.0,1.0,1.0,PALERMO,14
188000.0,296000,74.0,4.0,1.0,VILLA URQUIZA,12
70180.0,62000,33.0,1.0,1.0,BOEDO,5
105000.0,207000,105.0,5.0,2.0,SAN NICOLAS,1
480000.0,817000,184.0,5.0,2.0,BELGRANO,13
194000.0,100000,62.0,2.0,1.0,SAAVEDRA,12
109000.0,118000,39.0,2.0,1.0,SAN CRISTOBAL,3
178000.0,0,55.0,3.0,1.0,PALERMO,14
64900.0,153000,26.0,1.0,1.0,RECOLETA,2
165000.0,0,137.0,3.0,2.0,PARQUE CHACABUCO,7
210630.0,0,56.0,1.0,1.0,PALERMO,14
620000.0,895713,152.0,4.0,3.0,PALERMO,14
160000.0,280000,42.0,2.0,1.0,SAN TELMO,1
530000.0,800000,117.0,4.0,3.0,PALERMO,14
300000.0,265000,64.0,2.0,2.0,PALERMO,14
169000.0,395000,91.0,3.0,2.0,RETIRO,1
240000.0,360000,113.0,4.0,2.0,BELGRANO,13
650000.0,0,474.0,6.0,2.0,COGHLAN,12
125000.0,200000,111.0,4.0,1.0,BALVANERA,3
99000.0,0,36.0,1.0,1.0,CABALLITO,6
232000.0,270000,80.0,3.0,2.0,VILLA URQUIZA,12
223400.0,0,77.0,3.0,2.0,BELGRANO,13
980000.0,575000,266.0,4.0,3.0,PALERMO,14
148500.0,100000,35.0,1.0,1.0,PALERMO,14
188000.0,296000,74.0,4.0,1.0,VILLA URQUIZA,12
70180.0,62000,33.0,1.0,1.0,BOEDO,5
105000.0,207000,105.0,5.0,2.0,SAN NICOLAS,1
480000.0,817000,184.0,5.0,2.0,BELGRANO,13
194000.0,100000,62.0,2.0,1.0,SAAVEDRA,12
109000.0,118000,39.0,2.0,1.0,SAN CRISTOBAL,3
178000.0,0,55.0,3.0,1.0,PALERMO,14
